crop_name,angle_deg,cos_theta,sin_theta
crop_0.jpg,41.9,0.744311546231154,0.6678325554710466
crop_1.jpg,136.1,-0.7205511116803304,0.693401828275813
crop_2.jpg,263.3,-0.11667073709933318,-0.993170649538486
crop_3.jpg,115.1,-0.42419942274538996,0.9055687990111397
crop_4.jpg,334.1,0.8995577789551805,-0.4368017883677019
crop_5.jpg,272.9,0.050592940076712646,-0.9987193571841863
crop_6.jpg,260.8,-0.15988118769183482,-0.9871362650729879
crop_7.jpg,115.8,-0.4352310993723274,0.9003187714021935
crop_8.jpg,328.5,0.8526401643540923,-0.5224985647159487
crop_9.jpg,139.8,-0.7637960286346421,0.6454576877239505
crop_10.jpg,41.5,0.7489557207890021,0.6626200482157375
crop_11.jpg,284.4,0.24868988716485407,-0.9685831611286313
crop_12.jpg,238.8,-0.5180270093731303,-0.8553642601605066
crop_13.jpg,106.8,-0.2890317969444715,0.9573194975320672
crop_14.jpg,3.2,0.998440764181981,0.0558215049931638
crop_15.jpg,270.0,-1.8369701987210297e-16,-1.0
crop_16.jpg,1.6,0.9996101150403544,0.02792163872356888
crop_17.jpg,116.6,-0.4477590878387696,0.8941542368393682
crop_18.jpg,358.3,0.999559860119384,-0.02966624408511093
crop_19.jpg,107.6,-0.3023698907504444,0.953190667792947
crop_20.jpg,232.8,-0.6045991148623746,-0.7965299180241965
crop_21.jpg,138.4,-0.747798090498532,0.6639262126522414
crop_22.jpg,23.6,0.9163627295622396,0.40034903255689497
crop_23.jpg,255.2,-0.2554457579357906,-0.9668233886044594
crop_24.jpg,317.4,0.7360970871197342,-0.6768759696826608
crop_25.jpg,75.2,0.2554457579357905,0.9668233886044594
crop_26.jpg,209.7,-0.8686315144381914,-0.49545866843240716
crop_27.jpg,180.0,-1.0,1.2246467991473532e-16
crop_28.jpg,348.1,0.9785089851017784,-0.2062041853966294
crop_29.jpg,225.4,-0.7021530529951625,-0.7120260459909964
crop_30.jpg,229.4,-0.6507742172658506,-0.759271307334881
crop_31.jpg,199.0,-0.9455185755993167,-0.32556815445715676
crop_32.jpg,303.7,0.554844427447999,-0.8319541221304827
crop_33.jpg,108.7,-0.3206129905856763,0.9472102777460288
crop_34.jpg,295.1,0.42419942274539024,-0.9055687990111395
crop_35.jpg,183.4,-0.9982398279237652,-0.05930637357596181
crop_36.jpg,323.8,0.8069603121438019,-0.5906056676199254
crop_37.jpg,85.1,0.08541692313736754,0.9963452961909064
crop_38.jpg,186.9,-0.9927573419294455,-0.12013683883464703
crop_39.jpg,162.1,-0.9515944038794382,0.3073566177998073
crop_40.jpg,273.7,0.06453230825295732,-0.997915618272179
crop_41.jpg,162.1,-0.9515944038794382,0.3073566177998073
crop_42.jpg,323.8,0.8069603121438019,-0.5906056676199254
crop_43.jpg,64.8,0.42577929156507266,0.9048270524660196
crop_44.jpg,216.2,-0.8069603121438021,-0.5906056676199251
crop_45.jpg,190.0,-0.984807753012208,-0.17364817766693047
crop_46.jpg,249.4,-0.35184164840470183,-0.9360595357389733
crop_47.jpg,110.8,-0.35510696240813705,0.9348256763960144
crop_48.jpg,276.0,0.10452846326765299,-0.9945218953682734
crop_49.jpg,33.2,0.8367643134589616,0.5475632234925503
crop_50.jpg,233.6,-0.5934188866037012,-0.8048937973559143
crop_51.jpg,151.6,-0.8796485728666164,0.4756242090702755
crop_52.jpg,229.4,-0.6507742172658506,-0.759271307334881
crop_53.jpg,89.4,0.010471784116245646,0.9999451693655121
crop_54.jpg,247.3,-0.3859060423243182,-0.9225380894562466
crop_55.jpg,0.6,0.9999451693655121,0.010471784116245792
crop_56.jpg,198.2,-0.9499720515246526,-0.3123349185122322
crop_57.jpg,122.3,-0.5343523493898263,0.8452618332218562
crop_58.jpg,196.4,-0.9593139745400576,-0.2823414568428763
crop_59.jpg,70.7,0.330514392713223,0.9438009515832294
crop_60.jpg,226.3,-0.6908824110768582,-0.7229671459095683
crop_61.jpg,350.4,0.9859960370705049,-0.16676874671610273
crop_62.jpg,185.0,-0.9961946980917455,-0.08715574274765794
crop_63.jpg,96.5,-0.11320321376790671,0.9935718556765875
crop_64.jpg,163.2,-0.9573194975320672,0.2890317969444717
crop_65.jpg,59.9,0.5015107371594574,0.8651514205697045
crop_66.jpg,160.1,-0.9402881270104189,0.3403795502130504
crop_67.jpg,320.8,0.7749444887041794,-0.6320293026648511
crop_68.jpg,225.5,-0.7009092642998511,-0.7132504491541813
crop_69.jpg,62.5,0.46174861323503386,0.8870108331782217
crop_70.jpg,127.8,-0.6129070536529763,0.7901550123756905
crop_71.jpg,121.8,-0.5269557954966776,0.8498926929868639
crop_72.jpg,321.8,0.7858568931754021,-0.6184083953575539
crop_73.jpg,129.0,-0.6293203910498373,0.777145961456971
crop_74.jpg,94.8,-0.08367784333231533,0.9964928592495044
